Nest_ID,Transect_ID,species,Scientific_name,Season,Habitat_type,Month,Year
id128,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,January,2010
id129,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,January,2010
id130,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,January,2010
id131,N_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id132,N_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id133,N_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,January,2010
id134,N_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,January,2010
id135,N_2,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id136,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,January,2010
id137,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id138,N_3,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,January,2010
id139,N_3,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,January,2010
id140,N_3,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,January,2010
id141,N_3,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,January,2010
id142,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,January,2010
id143,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,January,2010
id144,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,January,2010
id145,N_6,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id146,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id147,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,January,2010
id148,N_7,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,January,2010
id149,N_7,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,January,2010
id150,N_7,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,January,2010
id151,N_7,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,January,2010
id152,N_7,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Light gap,January,2010
id153,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,January,2010
id154,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,January,2010
id155,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,January,2010
id156,N_10,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Light gap,January,2010
id157,N_10,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Young segondary forest,January,2010
id158,N_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id159,N_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id160,N_1,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id161,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id162,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id163,N_5,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Young segondary forest,February,2010
id164,N_5,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Young segondary forest,February,2010
id165,N_6,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id166,N_6,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id167,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,February,2010
id168,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,February,2010
id169,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,February,2010
id170,N_7,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,February,2010
id171,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,February,2010
id172,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id173,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id174,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id175,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id176,N_10,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Young segondary forest,February,2010
id177,N_2,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id178,N_2,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,February,2010
id179,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id180,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id181,N_3,Gorilla,Gorilla gorilla gorilla,Long-Dry season,Swamp,February,2010
id182,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id183,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id184,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Near primary forest,February,2010
id185,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id186,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id187,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,February,2010
id188,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,February,2010
id189,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id190,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id191,N_6,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id192,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id193,N_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id194,N_9,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Swamp,February,2010
id195,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,February,2010
id196,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,February,2010
id197,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Riparian forest,February,2010
id198,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id199,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Dry season,Old secondary forest,February,2010
id351,N_2,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id352,N_2,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id353,N_2,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id354,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id355,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id356,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id357,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id358,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id359,N_4,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id360,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,March,2010
id361,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,March,2010
id362,N_6,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id363,N_7,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,March,2010
id364,N_9,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,March,2010
id365,N_9,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,March,2010
id366,N_9,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,March,2010
id367,N_9,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,March,2010
id368,N_10,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Young segondary forest,March,2010
id369,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id370,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id371,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id372,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id373,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id374,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id375,N_5,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id376,N_5,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Light gap,March,2010
id377,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id378,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id379,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id380,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id381,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id382,N_8,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,March,2010
id383,N_9,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id384,N_9,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Near primary forest,March,2010
id385,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,April,2010
id386,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,April,2010
id387,N_3,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Riparian forest,April,2010
id388,N_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2010
id389,N_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2010
id390,N_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2010
id391,N_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2010
id392,N_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2010
id393,N_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2010
id394,N_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2010
id395,N_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Near primary forest,April,2010
id396,N_3,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Near primary forest,April,2010
id397,N_5,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2010
id398,N_5,Gorilla,Gorilla gorilla gorilla,Long-Rainy season,Swamp,April,2010
id399,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,April,2010
id400,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,April,2010
id401,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,April,2010
id402,N_7,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Swamp,April,2010
id403,N_9,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2010
id404,N_9,Chimpanzee,Pan troglodytes troglodytes,Long-Rainy season,Old secondary forest,April,2010
