reference no	sample no	contributor	enterer	created	sample name	country	state	ecozone	land mass	latitude	longitude	altitude value	altitude unit	habitat	altered habitat	protection	disturbance	MAT	CMT	WMT	MAP	life_form	genus	qualifier	species	count	count 2	relative abundance	count per day	mass (g)	comments
404	747	John Alroy	John Alroy	2014-04-04 20:48:53	Ilha da Marambaia	Brazil	Rio de Janeiro	Neotropical		-23.066677	-43.883343			tropical/subtropical dry broadleaf forest	secondary forest			24.55	16.800	32.300	1240.0	bats	Nyctinomops		macrotis	2		0.001765		22.8035085019828	
404	747	John Alroy	John Alroy	2014-04-04 20:48:53	Ilha da Marambaia	Brazil	Rio de Janeiro	Neotropical		-23.066677	-43.883343			tropical/subtropical dry broadleaf forest	secondary forest			24.55	16.800	32.300	1240.0	bats	Eptesicus		brasiliensis	1		0.000883		8.33874405032094	
404	747	John Alroy	John Alroy	2014-04-04 20:48:53	Ilha da Marambaia	Brazil	Rio de Janeiro	Neotropical		-23.066677	-43.883343			tropical/subtropical dry broadleaf forest	secondary forest			24.55	16.800	32.300	1240.0	bats	Lasiurus		blossevillii	1		0.000883		8.0720697347965	
404	747	John Alroy	John Alroy	2014-04-04 20:48:53	Ilha da Marambaia	Brazil	Rio de Janeiro	Neotropical		-23.066677	-43.883343			tropical/subtropical dry broadleaf forest	secondary forest			24.55	16.800	32.300	1240.0	bats	Lasiurus		ega	1		0.000883		12.8696638598369	
404	747	John Alroy	John Alroy	2014-04-04 20:48:53	Ilha da Marambaia	Brazil	Rio de Janeiro	Neotropical		-23.066677	-43.883343			tropical/subtropical dry broadleaf forest	secondary forest			24.55	16.800	32.300	1240.0	bats	Myotis		nigricans	23		0.020300		5.09853866526271	
404	747	John Alroy	John Alroy	2014-04-04 20:48:53	Ilha da Marambaia	Brazil	Rio de Janeiro	Neotropical		-23.066677	-43.883343			tropical/subtropical dry broadleaf forest	secondary forest			24.55	16.800	32.300	1240.0	bats	Myotis		riparius	35		0.030891		5.92243989285148	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Lasiurus		egregius	1		0.000540	0.000617	13.7989492936672	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Myotis		riparius	8		0.004317	0.004938	5.92243989285148	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Peropteryx		macrotis	4		0.002159	0.002469	5.85197833401419	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Cormura		brevirostris	1		0.000540	0.000617	9.85516970308615	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Eptesicus		chiriquinus	2		0.001079	0.001235	9	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Rhynchonycteris		naso	1		0.000540	0.000617	3.71181181520177	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Saccopteryx		bilineata	2		0.001079	0.001235	7.89621294847985	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Saccopteryx		canescens	2		0.001079	0.001235	4.68872566491055	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Saccopteryx		gymnura	2		0.001079	0.001235	6.24741516060757	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Saccopteryx		leptura	6		0.003238	0.003704	4.81735896489521	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Lophostoma		silvicolum	2		0.001079	0.001235	29.4207454170393	"Tonatia silvicola"
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Trachops		cirrhosus	16		0.008635	0.009877	31.4417757649285	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Micronycteris		minuta	3		0.001619	0.001852	7.38266690136242	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Glyphonycteris		daviesi	2		0.001079	0.001235	21.6	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Tonatia		saurophila	26		0.014031	0.016049	27.1406442518767	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Mimon		crenulatum	3		0.001619	0.001852	14.4164614904877	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Lophostoma		brasiliense	1		0.000540	0.000617	10.2050963584836	"Tonatia brasiliense"
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Lophostoma		carrikeri	2		0.001079	0.001235	20.671634519327	"Tonatia carrikeri"
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Chrotopterus		auritus	1		0.000540	0.000617	76.5716580250484	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Vampyrum		spectrum	2		0.001079	0.001235	169.283125481374	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Desmodus		rotundus	29		0.015650	0.017901	33.5420174862131	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Diaemus		youngi	6		0.003238	0.003704	40.3443409592063	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Carollia		brevicauda	49		0.026444	0.030247	17.4400982286588	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Carollia		perspicillata	352		0.189962	0.217284	19.6464636781075	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Artibeus		obscurus	43		0.023206	0.026543	39.1714861974975	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Rhinophylla		pumilio	98		0.052887	0.060494	19.1504541966388	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Artibeus		planirostris	586		0.316244	0.361728	54.4272551533166	"A. jamaicensis"
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Platyrrhinus		helleri	10		0.005397	0.006173	15.6265120741802	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Vampyrodes		caraccioli	74		0.039935	0.045679	35.9679164481139	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Artibeus		cinereus	21		0.011333	0.012963	11.1188184253693	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Artibeus		gnomus	21		0.011333	0.012963	11.7855384188075	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Sturnira		tildae	4		0.002159	0.002469	24.4085041574295	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Uroderma		magnirostrum	2		0.001079	0.001235	16.5922904146007	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Mesophylla		macconnelli	5		0.002698	0.003086	8.52678236103695	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Sturnira		lilium	23		0.012412	0.014198	18.6634000180613	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Vampyriscus		bidens	38		0.020507	0.023457	13.6448408240123	"Vampyressa bidens"
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Artibeus		lituratus	301		0.162439	0.185802	68.4610967423968	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Uroderma		bilobatum	28		0.015111	0.017284	18.0654208695227	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Chiroderma		trinitatum	9		0.004857	0.005556	14.5543298349057	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Chiroderma		villosum	6		0.003238	0.003704	23.3854456735808	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Ametrida		centurio	1		0.000540	0.000617	10.5	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Choeroniscus		minor	3		0.001619	0.001852	9.63680320169133	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Lichonycteris		degener	1		0.000540	0.000617	6.96526111024371	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Lonchophylla		thomasi	13		0.007016	0.008025	7.38657762736888	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Glossophaga		soricina	15		0.008095	0.009259	10.5288910850252	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Lionycteris		spurrelli	1		0.000540	0.000617	7.80384520605067	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Phyllostomus		elongatus	11		0.005936	0.006790	35.8181292621882	
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Trinycteris		nicefori	3		0.001619	0.001852		
405	748	John Alroy	John Alroy	2014-04-04 20:59:55	Area de Pesquisas Ecológicas do Guamá	Brazil	Pará	Neotropical		-1.450010	-48.500011			tropical/subtropical wetland				24.9	24.000	25.800	3374.0	bats	Phyllostomus		hastatus	13		0.007016	0.008025	100.322797374663	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Cormura		brevirostris	2		0.003226	0.006897	9.85516970308615	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Peropteryx		leucoptera	19		0.030645	0.065517	6	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Rhynchonycteris		naso	4		0.006452	0.013793	3.71181181520177	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Saccopteryx		bilineata	1		0.001613	0.003448	7.89621294847985	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Saccopteryx		canescens	1		0.001613	0.003448	4.68872566491055	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Thyroptera		tricolor	1		0.001613	0.003448	4.25205877821058	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Pteronotus		parnellii	1		0.001613	0.003448	21.1686618542553	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Carollia		brevicauda	4		0.006452	0.013793	17.4400982286588	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Carollia		perspicillata	174		0.280645	0.600000	19.6464636781075	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Rhinophylla		fischerae	26		0.041935	0.089655	19.1504541966388	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Rhinophylla		pumilio	11		0.017742	0.037931	19.1504541966388	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Choeroniscus		minor	6		0.009677	0.020690	9.63680320169133	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Glossophaga		soricina	5		0.008065	0.017241	10.5288910850252	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Lonchophylla		thomasi	4		0.006452	0.013793	7.38657762736888	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Chrotopterus		auritus	6		0.009677	0.020690	76.5716580250484	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Lampronycteris		brachyotis	6		0.009677	0.020690	12.0415945787923	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Micronycteris		megalotis	2		0.003226	0.006897	6.39910434376483	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Micronycteris		minuta	1		0.001613	0.003448	7.38266690136242	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest					24.400	26.400	2000.0	bats	Micronycteris		sp.	1		0.001613	0.003448	8.47864746648872	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Mimon		crenulatum	8		0.012903	0.027586	14.4164614904877	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Phyllostomus		elongatus	19		0.030645	0.065517	35.8181292621882	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Phyllostomus		hastatus	4		0.006452	0.013793	100.322797374663	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Lophostoma		brasiliense	2		0.003226	0.006897	10.2050963584836	"Tonatia brasiliense"
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Lophostoma		carrikeri	3		0.004839	0.010345	20.671634519327	"Tonatia carrikeri"
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Tonatia		saurophila	17		0.027419	0.058621	27.1406442518767	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Lophostoma		silvicolum	28		0.045161	0.096552	29.4207454170393	"Tonatia silvicola"
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Trachops		cirrhosus	11		0.017742	0.037931	31.4417757649285	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Trinycteris		nicefori	4		0.006452	0.013793		
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Vampyrum		spectrum	1		0.001613	0.003448	169.283125481374	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Ametrida		centurio	1		0.001613	0.003448	10.5	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Artibeus		cinereus	77		0.124194	0.265517	11.1188184253693	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Artibeus		concolor	13		0.020968	0.044828	21.5	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Artibeus		planirostris	82		0.132258	0.282759	54.4272551533166	"A. jamaicensis"
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Artibeus		lituratus	10		0.016129	0.034483	68.4610967423968	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Artibeus		obscurus	53		0.085484	0.182759	39.1714861974975	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Platyrrhinus		helleri	3		0.004839	0.010345	15.6265120741802	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Uroderma		bilobatum	2		0.003226	0.006897	18.0654208695227	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Uroderma		magnirostrum	2		0.003226	0.006897	16.5922904146007	
406	749	John Alroy	John Alroy	2014-04-06 17:11:27	Alter do Chão	Brazil	Pará	Neotropical		-2.414454	-54.710011			tropical/subtropical dry broadleaf forest				25.4	24.400	26.400	2000.0	bats	Vampyriscus		bidens	5		0.008065	0.017241	13.6448408240123	"Vampyressa bidens"
407	750	John Alroy	John Alroy	2014-04-06 17:20:29	Biological Dynamics of Forest Fragments Project Reserves 1501 and 1401	Brazil	Amazonas	Neotropical	continent	-2.408343	-59.733341	78	meters	tropical/subtropical moist broadleaf forest				26.700	26.000	28.000	2500.0	bats	Carollia		perspicillata	271		0.289530	0.957597	19.6464636781075	
407	750	John Alroy	John Alroy	2014-04-06 17:20:29	Biological Dynamics of Forest Fragments Project Reserves 1501 and 1401	Brazil	Amazonas	Neotropical	continent	-2.408343	-59.733341	78	meters	tropical/subtropical moist broadleaf forest				26.700	26.000	28.000	2500.0	bats	Artibeus		concolor	186		0.198718	0.657244	21.5	
407	750	John Alroy	John Alroy	2014-04-06 17:20:29	Biological Dynamics of Forest Fragments Project Reserves 1501 and 1401	Brazil	Amazonas	Neotropical	continent	-2.408343	-59.733341	78	meters	tropical/subtropical moist broadleaf forest				26.700	26.000	28.000	2500.0	bats	Rhinophylla		pumilio	85		0.090812	0.300353	19.1504541966388	
407	750	John Alroy	John Alroy	2014-04-06 17:20:29	Biological Dynamics of Forest Fragments Project Reserves 1501 and 1401	Brazil	Amazonas	Neotropical	continent	-2.408343	-59.733341	78	meters	tropical/subtropical moist broadleaf forest				26.700	26.000	28.000	2500.0	bats	Artibeus		cinereus	58		0.061966	0.204947	11.1188184253693	
